item_id,requirement_id,kind,name,fault_type,covered_obligations,missing_obligations,missing_obligation_names,coverage_rate,missing_high_severity_count,total,agreements,disagreements,agreement_rate,under_constrained_count,over_constrained_count,high_severity_under_constrained_count,first_counterexample,behavior_time,time_to_first_counterexample,checked_count,violation_count,violation_rate,first_violation,relation_breakdown,has_smt_counterexample,smt_counterexample,smt_time,metamorphic_consistency,high_severity_under_safe,smt_consistency,score,risk_level
R01-M1,R01,mutant,drop_one_obligation,drop_one_obligation,"['R01-O2', 'R01-O3']",['R01-O1'],['clearance at least risk'],0.6666666666666666,1,2000,1813,187,0.9065,187,0,187,"{'user': {'role': 'researcher', 'clearance': 4, 'training_completed': True, 'approval_active': True, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 5, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': True, 'logged': True}}",0.009190700002363883,3.7999998312443495e-05,2538,0,0.0,,"{'clearance_monotonicity': {'checked': 833, 'violations': 0}, 'risk_monotonicity': {'checked': 825, 'violations': 0}, 'expiration_safety': {'checked': 503, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 134, 'violations': 0}, 'emergency_logging_safety': {'checked': 243, 'violations': 0}}",True,"{'user': {'role': 'PI', 'clearance': 0, 'training_completed': True, 'approval_active': True, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 1, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': False}}",0.0019531999860191718,1.0,0.0,0.0,59.329166666666666,high
R01-M6,R01,mutant,drop_one_obligation,drop_one_obligation,"['R01-O2', 'R01-O3']",['R01-O1'],['clearance at least risk'],0.6666666666666666,1,2000,1813,187,0.9065,187,0,187,"{'user': {'role': 'researcher', 'clearance': 4, 'training_completed': True, 'approval_active': True, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 5, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': True, 'logged': True}}",0.009093599990592338,3.4199998481199145e-05,2538,0,0.0,,"{'clearance_monotonicity': {'checked': 833, 'violations': 0}, 'risk_monotonicity': {'checked': 825, 'violations': 0}, 'expiration_safety': {'checked': 503, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 134, 'violations': 0}, 'emergency_logging_safety': {'checked': 243, 'violations': 0}}",True,"{'user': {'role': 'PI', 'clearance': 0, 'training_completed': True, 'approval_active': True, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 1, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': False}}",0.0020563999860314652,1.0,0.0,0.0,59.329166666666666,high
R02-C1,R02,candidate,missing key obligation,missing_obligation,"['R02-O2', 'R02-O3']",['R02-O1'],['external collaborators excluded'],0.6666666666666666,1,2000,1875,125,0.9375,125,0,125,"{'user': {'role': 'external', 'clearance': 3, 'training_completed': True, 'approval_active': True, 'approval_expired': False, 'supervised_by_pi': True}, 'record': {'risk_level': 5, 'anonymized': False, 'sensitive': True}, 'context': {'emergency': False, 'logged': False}}",0.00909769999270793,9.14999982342124e-05,2550,0,0.0,,"{'clearance_monotonicity': {'checked': 828, 'violations': 0}, 'risk_monotonicity': {'checked': 836, 'violations': 0}, 'expiration_safety': {'checked': 490, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 140, 'violations': 0}, 'emergency_logging_safety': {'checked': 256, 'violations': 0}}",True,"{'user': {'role': 'external', 'clearance': 0, 'training_completed': True, 'approval_active': True, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': False}}",0.0022147999989101663,1.0,0.0,0.0,60.104166666666664,high
R02-M1,R02,mutant,drop_one_obligation,drop_one_obligation,"['R02-O2', 'R02-O3']",['R02-O1'],['external collaborators excluded'],0.6666666666666666,1,2000,1875,125,0.9375,125,0,125,"{'user': {'role': 'external', 'clearance': 3, 'training_completed': True, 'approval_active': True, 'approval_expired': False, 'supervised_by_pi': True}, 'record': {'risk_level': 5, 'anonymized': False, 'sensitive': True}, 'context': {'emergency': False, 'logged': False}}",0.00908440000785049,0.00010200000542681664,2550,0,0.0,,"{'clearance_monotonicity': {'checked': 828, 'violations': 0}, 'risk_monotonicity': {'checked': 836, 'violations': 0}, 'expiration_safety': {'checked': 490, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 140, 'violations': 0}, 'emergency_logging_safety': {'checked': 256, 'violations': 0}}",True,"{'user': {'role': 'external', 'clearance': 0, 'training_completed': True, 'approval_active': True, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': False}}",0.0018631999992066994,1.0,0.0,0.0,60.104166666666664,high
R02-M6,R02,mutant,drop_one_obligation,drop_one_obligation,"['R02-O2', 'R02-O3']",['R02-O1'],['external collaborators excluded'],0.6666666666666666,1,2000,1875,125,0.9375,125,0,125,"{'user': {'role': 'external', 'clearance': 3, 'training_completed': True, 'approval_active': True, 'approval_expired': False, 'supervised_by_pi': True}, 'record': {'risk_level': 5, 'anonymized': False, 'sensitive': True}, 'context': {'emergency': False, 'logged': False}}",0.008806300000287592,9.029998909682035e-05,2550,0,0.0,,"{'clearance_monotonicity': {'checked': 828, 'violations': 0}, 'risk_monotonicity': {'checked': 836, 'violations': 0}, 'expiration_safety': {'checked': 490, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 140, 'violations': 0}, 'emergency_logging_safety': {'checked': 256, 'violations': 0}}",True,"{'user': {'role': 'external', 'clearance': 0, 'training_completed': True, 'approval_active': True, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': False}}",0.001841500008595176,1.0,0.0,0.0,60.104166666666664,high
R03-C2,R03,candidate,wrong comparator or polarity,wrong_comparator,"['R03-O2', 'R03-O3', 'R03-O4']",['R03-O1'],['approval active'],0.75,1,2000,1752,248,0.876,122,126,122,"{'user': {'role': 'external', 'clearance': 4, 'training_completed': True, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': True}, 'record': {'risk_level': 3, 'anonymized': False, 'sensitive': True}, 'context': {'emergency': False, 'logged': True}}",0.009356599999591708,4.339999577496201e-05,2553,0,0.0,,"{'clearance_monotonicity': {'checked': 829, 'violations': 0}, 'risk_monotonicity': {'checked': 816, 'violations': 0}, 'expiration_safety': {'checked': 500, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 134, 'violations': 0}, 'emergency_logging_safety': {'checked': 274, 'violations': 0}}",True,"{'user': {'role': 'PI', 'clearance': 0, 'training_completed': True, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.0019656999938888475,1.0,0.0,0.0,60.65,high
R03-M2,R03,mutant,flip_comparator,flip_comparator,"['R03-O2', 'R03-O3', 'R03-O4']",['R03-O1'],['approval active'],0.75,1,2000,1752,248,0.876,122,126,122,"{'user': {'role': 'external', 'clearance': 4, 'training_completed': True, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': True}, 'record': {'risk_level': 3, 'anonymized': False, 'sensitive': True}, 'context': {'emergency': False, 'logged': True}}",0.008949099996243604,4.030000127386302e-05,2553,0,0.0,,"{'clearance_monotonicity': {'checked': 829, 'violations': 0}, 'risk_monotonicity': {'checked': 816, 'violations': 0}, 'expiration_safety': {'checked': 500, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 134, 'violations': 0}, 'emergency_logging_safety': {'checked': 274, 'violations': 0}}",True,"{'user': {'role': 'PI', 'clearance': 0, 'training_completed': True, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.001958699998795055,1.0,0.0,0.0,60.65,high
R03-M4,R03,mutant,negate_boolean_condition,negate_boolean_condition,"['R03-O2', 'R03-O3', 'R03-O4']",['R03-O1'],['approval active'],0.75,1,2000,1752,248,0.876,122,126,122,"{'user': {'role': 'external', 'clearance': 4, 'training_completed': True, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': True}, 'record': {'risk_level': 3, 'anonymized': False, 'sensitive': True}, 'context': {'emergency': False, 'logged': True}}",0.008968099995399825,4.359999729786068e-05,2553,0,0.0,,"{'clearance_monotonicity': {'checked': 829, 'violations': 0}, 'risk_monotonicity': {'checked': 816, 'violations': 0}, 'expiration_safety': {'checked': 500, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 134, 'violations': 0}, 'emergency_logging_safety': {'checked': 274, 'violations': 0}}",True,"{'user': {'role': 'PI', 'clearance': 0, 'training_completed': True, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.0020678000000771135,1.0,0.0,0.0,60.65,high
R06-C1,R06,candidate,missing key obligation,missing_obligation,"['R06-O1', 'R06-O3', 'R06-O4']",['R06-O2'],['access logged'],0.75,1,2000,1819,181,0.9095,181,0,181,"{'user': {'role': 'researcher', 'clearance': 3, 'training_completed': False, 'approval_active': True, 'approval_expired': False, 'supervised_by_pi': True}, 'record': {'risk_level': 1, 'anonymized': True, 'sensitive': False}, 'context': {'emergency': True, 'logged': False}}",0.010674100005417131,5.1700000767596066e-05,2557,0,0.0,,"{'clearance_monotonicity': {'checked': 822, 'violations': 0}, 'risk_monotonicity': {'checked': 834, 'violations': 0}, 'expiration_safety': {'checked': 511, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 136, 'violations': 0}, 'emergency_logging_safety': {'checked': 254, 'violations': 0}}",True,"{'user': {'role': 'PI', 'clearance': 0, 'training_completed': False, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': True, 'logged': False}}",0.0023562999995192513,1.0,0.0,0.0,61.4875,high
R10-M4,R10,mutant,negate_boolean_condition,negate_boolean_condition,"['R10-O2', 'R10-O3', 'R10-O4', 'R10-O5']",['R10-O1'],['low risk exception'],0.8,0,2000,1722,278,0.861,157,121,103,"{'user': {'role': 'PI', 'clearance': 0, 'training_completed': False, 'approval_active': False, 'approval_expired': True, 'supervised_by_pi': True}, 'record': {'risk_level': 0, 'anonymized': True, 'sensitive': False}, 'context': {'emergency': True, 'logged': True}}",0.018917499997769482,3.940000897273421e-05,2539,0,0.0,,"{'clearance_monotonicity': {'checked': 819, 'violations': 0}, 'risk_monotonicity': {'checked': 836, 'violations': 0}, 'expiration_safety': {'checked': 511, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 120, 'violations': 0}, 'emergency_logging_safety': {'checked': 253, 'violations': 0}}",True,"{'user': {'role': 'PI', 'clearance': 0, 'training_completed': True, 'approval_active': True, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 1, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.0022430999961216003,1.0,0.0,0.0,61.525,high
R04-C1,R04,candidate,missing key obligation,missing_obligation,"['R04-O1', 'R04-O3', 'R04-O4']",['R04-O2'],['approval not expired'],0.75,1,2000,1837,163,0.9185,163,0,163,"{'user': {'role': 'researcher', 'clearance': 1, 'training_completed': True, 'approval_active': True, 'approval_expired': True, 'supervised_by_pi': True}, 'record': {'risk_level': 1, 'anonymized': True, 'sensitive': False}, 'context': {'emergency': True, 'logged': True}}",0.009432100006961264,0.00011239999730605632,2532,0,0.0,,"{'clearance_monotonicity': {'checked': 858, 'violations': 0}, 'risk_monotonicity': {'checked': 826, 'violations': 0}, 'expiration_safety': {'checked': 469, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 154, 'violations': 0}, 'emergency_logging_safety': {'checked': 225, 'violations': 0}}",True,"{'user': {'role': 'PI', 'clearance': 0, 'training_completed': False, 'approval_active': True, 'approval_expired': True, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.0019428999949013814,1.0,0.0,0.0,61.7125,high
R03-C1,R03,candidate,missing key obligation,missing_obligation,"['R03-O2', 'R03-O3', 'R03-O4']",['R03-O1'],['approval active'],0.75,1,2000,1878,122,0.939,122,0,122,"{'user': {'role': 'external', 'clearance': 4, 'training_completed': True, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': True}, 'record': {'risk_level': 3, 'anonymized': False, 'sensitive': True}, 'context': {'emergency': False, 'logged': True}}",0.009268399997381493,4.3199994252063334e-05,2553,0,0.0,,"{'clearance_monotonicity': {'checked': 829, 'violations': 0}, 'risk_monotonicity': {'checked': 816, 'violations': 0}, 'expiration_safety': {'checked': 500, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 134, 'violations': 0}, 'emergency_logging_safety': {'checked': 274, 'violations': 0}}",True,"{'user': {'role': 'PI', 'clearance': 0, 'training_completed': True, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.0019810999947367236,1.0,0.0,0.0,62.224999999999994,high
R03-M1,R03,mutant,drop_one_obligation,drop_one_obligation,"['R03-O2', 'R03-O3', 'R03-O4']",['R03-O1'],['approval active'],0.75,1,2000,1878,122,0.939,122,0,122,"{'user': {'role': 'external', 'clearance': 4, 'training_completed': True, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': True}, 'record': {'risk_level': 3, 'anonymized': False, 'sensitive': True}, 'context': {'emergency': False, 'logged': True}}",0.008885599992936477,4.449998959898949e-05,2553,0,0.0,,"{'clearance_monotonicity': {'checked': 829, 'violations': 0}, 'risk_monotonicity': {'checked': 816, 'violations': 0}, 'expiration_safety': {'checked': 500, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 134, 'violations': 0}, 'emergency_logging_safety': {'checked': 274, 'violations': 0}}",True,"{'user': {'role': 'PI', 'clearance': 0, 'training_completed': True, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.0019084999948972836,1.0,0.0,0.0,62.224999999999994,high
R09-C1,R09,candidate,missing key obligation,missing_obligation,"['R09-O1', 'R09-O3', 'R09-O4', 'R09-O5']",['R09-O2'],['PI or researcher role'],0.8,1,2000,1917,83,0.9585,83,0,83,"{'user': {'role': 'external', 'clearance': 3, 'training_completed': True, 'approval_active': False, 'approval_expired': True, 'supervised_by_pi': True}, 'record': {'risk_level': 1, 'anonymized': True, 'sensitive': True}, 'context': {'emergency': True, 'logged': True}}",0.011023699989891611,0.00022309999621938914,2579,0,0.0,,"{'clearance_monotonicity': {'checked': 822, 'violations': 0}, 'risk_monotonicity': {'checked': 841, 'violations': 0}, 'expiration_safety': {'checked': 531, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 131, 'violations': 0}, 'emergency_logging_safety': {'checked': 254, 'violations': 0}}",True,"{'user': {'role': 'trainee', 'clearance': 0, 'training_completed': True, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': True}, 'context': {'emergency': False, 'logged': True}}",0.0020814000017708167,1.0,0.0,0.0,63.962500000000006,high
R05-M4,R05,mutant,negate_boolean_condition,negate_boolean_condition,"['R05-O1', 'R05-O3', 'R05-O4', 'R05-O5']",['R05-O2'],['record anonymized'],0.8,1,2000,1933,67,0.9665,37,30,37,"{'user': {'role': 'external', 'clearance': 4, 'training_completed': True, 'approval_active': False, 'approval_expired': True, 'supervised_by_pi': True}, 'record': {'risk_level': 2, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.007969899990712292,0.0001387999946018681,2497,20,0.008009611533840609,"{'relation': 'external_anonymization_relaxation', 'base_input': {'user': {'role': 'external', 'clearance': 4, 'training_completed': True, 'approval_active': False, 'approval_expired': True, 'supervised_by_pi': True}, 'record': {'risk_level': 2, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}, 'follow_up_input': {'user': {'role': 'external', 'clearance': 4, 'training_completed': True, 'approval_active': False, 'approval_expired': True, 'supervised_by_pi': True}, 'record': {'risk_level': 2, 'anonymized': True, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}, 'base_output': True, 'follow_up_output': False}","{'clearance_monotonicity': {'checked': 824, 'violations': 0}, 'risk_monotonicity': {'checked': 814, 'violations': 0}, 'expiration_safety': {'checked': 481, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 129, 'violations': 20}, 'emergency_logging_safety': {'checked': 249, 'violations': 0}}",True,"{'user': {'role': 'external', 'clearance': 0, 'training_completed': False, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.0020819999917875975,0.9919903884661594,0.0,0.0,64.00230776932318,high
R08-M4,R08,mutant,negate_boolean_condition,negate_boolean_condition,"['R08-O1', 'R08-O3', 'R08-O4', 'R08-O5']",['R08-O2'],['supervised by PI'],0.8,1,2000,1922,78,0.961,45,33,45,"{'user': {'role': 'trainee', 'clearance': 5, 'training_completed': True, 'approval_active': True, 'approval_expired': True, 'supervised_by_pi': False}, 'record': {'risk_level': 1, 'anonymized': True, 'sensitive': False}, 'context': {'emergency': False, 'logged': False}}",0.008856800006469712,4.230000195093453e-05,2560,0,0.0,,"{'clearance_monotonicity': {'checked': 855, 'violations': 0}, 'risk_monotonicity': {'checked': 831, 'violations': 0}, 'expiration_safety': {'checked': 490, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 119, 'violations': 0}, 'emergency_logging_safety': {'checked': 265, 'violations': 0}}",True,"{'user': {'role': 'trainee', 'clearance': 0, 'training_completed': True, 'approval_active': True, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': False}}",0.0021591999975498766,1.0,0.0,0.0,64.025,high
R08-C1,R08,candidate,missing key obligation,missing_obligation,"['R08-O1', 'R08-O3', 'R08-O4', 'R08-O5']",['R08-O2'],['supervised by PI'],0.8,1,2000,1955,45,0.9775,45,0,45,"{'user': {'role': 'trainee', 'clearance': 5, 'training_completed': True, 'approval_active': True, 'approval_expired': True, 'supervised_by_pi': False}, 'record': {'risk_level': 1, 'anonymized': True, 'sensitive': False}, 'context': {'emergency': False, 'logged': False}}",0.007922299992060289,4.089999129064381e-05,2560,0,0.0,,"{'clearance_monotonicity': {'checked': 855, 'violations': 0}, 'risk_monotonicity': {'checked': 831, 'violations': 0}, 'expiration_safety': {'checked': 490, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 119, 'violations': 0}, 'emergency_logging_safety': {'checked': 265, 'violations': 0}}",True,"{'user': {'role': 'trainee', 'clearance': 0, 'training_completed': True, 'approval_active': True, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': False}}",0.0020936000073561445,1.0,0.0,0.0,64.4375,high
R08-M6,R08,mutant,drop_one_obligation,drop_one_obligation,"['R08-O1', 'R08-O3', 'R08-O4', 'R08-O5']",['R08-O2'],['supervised by PI'],0.8,1,2000,1955,45,0.9775,45,0,45,"{'user': {'role': 'trainee', 'clearance': 5, 'training_completed': True, 'approval_active': True, 'approval_expired': True, 'supervised_by_pi': False}, 'record': {'risk_level': 1, 'anonymized': True, 'sensitive': False}, 'context': {'emergency': False, 'logged': False}}",0.007712499995250255,3.6999990697950125e-05,2560,0,0.0,,"{'clearance_monotonicity': {'checked': 855, 'violations': 0}, 'risk_monotonicity': {'checked': 831, 'violations': 0}, 'expiration_safety': {'checked': 490, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 119, 'violations': 0}, 'emergency_logging_safety': {'checked': 265, 'violations': 0}}",True,"{'user': {'role': 'trainee', 'clearance': 0, 'training_completed': True, 'approval_active': True, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': False}}",0.0019936000026063994,1.0,0.0,0.0,64.4375,high
R07-C1,R07,candidate,missing key obligation,missing_obligation,"['R07-O1', 'R07-O3', 'R07-O4', 'R07-O5']",['R07-O2'],['PI only'],0.8,1,2000,1967,33,0.9835,33,0,33,"{'user': {'role': 'researcher', 'clearance': 5, 'training_completed': True, 'approval_active': False, 'approval_expired': True, 'supervised_by_pi': False}, 'record': {'risk_level': 4, 'anonymized': True, 'sensitive': True}, 'context': {'emergency': True, 'logged': True}}",0.007993699997314252,0.0001436000020476058,2535,12,0.004733727810650888,"{'relation': 'risk_monotonicity', 'base_input': {'user': {'role': 'external', 'clearance': 5, 'training_completed': True, 'approval_active': True, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 3, 'anonymized': True, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}, 'follow_up_input': {'user': {'role': 'external', 'clearance': 5, 'training_completed': True, 'approval_active': True, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 4, 'anonymized': True, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}, 'base_output': False, 'follow_up_output': True}","{'clearance_monotonicity': {'checked': 834, 'violations': 0}, 'risk_monotonicity': {'checked': 842, 'violations': 12}, 'expiration_safety': {'checked': 472, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 136, 'violations': 0}, 'emergency_logging_safety': {'checked': 251, 'violations': 0}}",True,"{'user': {'role': 'researcher', 'clearance': 4, 'training_completed': True, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 4, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.001977799998712726,0.9952662721893492,0.0,0.0,64.49282544378698,high
R05-C1,R05,candidate,missing key obligation,missing_obligation,"['R05-O1', 'R05-O3', 'R05-O4', 'R05-O5']",['R05-O2'],['record anonymized'],0.8,1,2000,1963,37,0.9815,37,0,37,"{'user': {'role': 'external', 'clearance': 4, 'training_completed': True, 'approval_active': False, 'approval_expired': True, 'supervised_by_pi': True}, 'record': {'risk_level': 2, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.007840100006433204,0.00014620000729337335,2497,0,0.0,,"{'clearance_monotonicity': {'checked': 824, 'violations': 0}, 'risk_monotonicity': {'checked': 814, 'violations': 0}, 'expiration_safety': {'checked': 481, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 129, 'violations': 0}, 'emergency_logging_safety': {'checked': 249, 'violations': 0}}",True,"{'user': {'role': 'external', 'clearance': 0, 'training_completed': False, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.0020692999969469383,1.0,0.0,0.0,64.5375,high
R01-C2,R01,candidate,wrong comparator or polarity,wrong_comparator,"['R01-O2', 'R01-O3']",['R01-O1'],['clearance at least risk'],0.6666666666666666,1,2000,1913,87,0.9565,0,87,0,"{'user': {'role': 'external', 'clearance': 3, 'training_completed': True, 'approval_active': True, 'approval_expired': True, 'supervised_by_pi': False}, 'record': {'risk_level': 3, 'anonymized': False, 'sensitive': True}, 'context': {'emergency': True, 'logged': False}}",0.009022800004458986,6.649999704677612e-05,2538,0,0.0,,"{'clearance_monotonicity': {'checked': 833, 'violations': 0}, 'risk_monotonicity': {'checked': 825, 'violations': 0}, 'expiration_safety': {'checked': 503, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 134, 'violations': 0}, 'emergency_logging_safety': {'checked': 243, 'violations': 0}}",True,"{'user': {'role': 'PI', 'clearance': 0, 'training_completed': True, 'approval_active': True, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': False}}",0.002546600007917732,1.0,1.0,0.0,80.57916666666667,high
R01-M2,R01,mutant,flip_comparator,flip_comparator,"['R01-O2', 'R01-O3']",['R01-O1'],['clearance at least risk'],0.6666666666666666,1,2000,1913,87,0.9565,0,87,0,"{'user': {'role': 'external', 'clearance': 3, 'training_completed': True, 'approval_active': True, 'approval_expired': True, 'supervised_by_pi': False}, 'record': {'risk_level': 3, 'anonymized': False, 'sensitive': True}, 'context': {'emergency': True, 'logged': False}}",0.00914819999889005,6.0399994254112244e-05,2538,0,0.0,,"{'clearance_monotonicity': {'checked': 833, 'violations': 0}, 'risk_monotonicity': {'checked': 825, 'violations': 0}, 'expiration_safety': {'checked': 503, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 134, 'violations': 0}, 'emergency_logging_safety': {'checked': 243, 'violations': 0}}",True,"{'user': {'role': 'PI', 'clearance': 0, 'training_completed': True, 'approval_active': True, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': False}}",0.0019083999941358343,1.0,1.0,0.0,80.57916666666667,high
R10-C1,R10,candidate,missing key obligation,missing_obligation,"['R10-O1', 'R10-O3', 'R10-O4', 'R10-O5']",['R10-O2'],['clearance at least risk'],0.8,1,2000,1827,173,0.9135,0,173,0,"{'user': {'role': 'PI', 'clearance': 0, 'training_completed': False, 'approval_active': False, 'approval_expired': True, 'supervised_by_pi': True}, 'record': {'risk_level': 0, 'anonymized': True, 'sensitive': False}, 'context': {'emergency': True, 'logged': True}}",0.013751099992077798,3.7999998312443495e-05,2539,0,0.0,,"{'clearance_monotonicity': {'checked': 819, 'violations': 0}, 'risk_monotonicity': {'checked': 836, 'violations': 0}, 'expiration_safety': {'checked': 511, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 120, 'violations': 0}, 'emergency_logging_safety': {'checked': 253, 'violations': 0}}",True,"{'user': {'role': 'PI', 'clearance': 2, 'training_completed': True, 'approval_active': True, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 2, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.002190199986216612,1.0,1.0,0.0,82.8375,high
R07-C3,R07,candidate,unnecessary PI-only restriction,extra_restriction,"['R07-O1', 'R07-O2', 'R07-O3', 'R07-O4', 'R07-O5']",[],[],1.0,0,2000,2000,0,1.0,0,0,0,,0.007441199995810166,,2535,0,0.0,,"{'clearance_monotonicity': {'checked': 834, 'violations': 0}, 'risk_monotonicity': {'checked': 842, 'violations': 0}, 'expiration_safety': {'checked': 472, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 136, 'violations': 0}, 'emergency_logging_safety': {'checked': 251, 'violations': 0}}",False,,0.0008951999916462228,1.0,1.0,1.0,100.0,low
